month,exercise_name,total_sets,total_volume_kg,avg_weight_kg,best_1rm_kg
2025-06-01,Bent Over One Arm Row (Dumbbell),15,6392.0,34.0,49.9
2025-06-01,Bicep Curl (Cable),20,3631.0,13.3,31.9
2025-06-01,Bulgarian Split Squat,20,4852.0,18.5,29.3
2025-06-01,Cable Crossover,24,4994.0,13.7,23.0
2025-06-01,Chest Dip,19,3825.0,17.6,44.3
2025-06-01,Face Pull (Cable),14,4740.0,20.0,34.4
2025-06-01,Hack Squat,22,10125.0,43.2,106.7
2025-06-01,Hammer Curl (Dumbbell),6,928.0,15.3,21.3
2025-06-01,Incline Bench Press (Dumbbell),11,4006.0,29.3,48.7
2025-06-01,Incline Curl (Dumbbell),4,612.0,12.0,17.6
2025-06-01,Lateral Raise (Dumbbell),24,3310.0,8.3,15.7
2025-06-01,Leg Extension (Machine),19,23358.0,87.0,136.2
2025-06-01,Lying Leg Curl (Machine),4,2915.0,55.0,82.5
2025-06-01,Pull Up,20,2020.0,9.3,25.3
2025-06-01,Pullover (Machine),15,5298.0,26.8,45.5
2025-06-01,Reverse Cable Curl,8,1814.0,15.3,24.9
2025-06-01,Romanian Deadlift (Barbell),13,12250.0,73.1,120.0
2025-06-01,Seated Leg Curl (Machine),10,7625.0,63.5,95.3
2025-06-01,Seated Overhead Press (Dumbbell),19,6012.0,26.8,42.0
2025-06-01,Shrug (Dumbbell),16,7596.0,26.9,45.7
2025-06-01,Standing Leg Curl,6,2315.0,30.8,49.0
2025-06-01,Triceps Extension (Cable),15,4776.0,21.5,34.7
2025-06-01,Triceps Extensions Stange,4,1338.0,21.9,34.8
2025-06-01,Triceps Pushdown (Cable - Straight Bar),3,1636.0,35.0,55.6
2025-06-01,Upright Row (Cable),4,1493.0,27.8,41.2
2025-07-01,Bench Press (Barbell),10,7170.0,72.0,106.7
2025-07-01,Bent Over One Arm Row (Dumbbell),12,4834.0,33.3,48.7
2025-07-01,Bicep Curl (Cable),16,2559.0,11.9,18.4
2025-07-01,Bulgarien Split SMITH,8,2060.0,25.0,41.0
2025-07-01,Cable Crossover,17,3431.0,13.9,23.0
2025-07-01,Chest Dip,4,1250.0,23.8,36.7
2025-07-01,Face Pull (Cable),19,6572.0,23.4,39.2
2025-07-01,Hack Squat,10,3675.0,39.0,63.3
2025-07-01,Hammer Curl (Dumbbell),7,1120.0,14.0,20.5
2025-07-01,Incline Bench Press (Dumbbell),10,3120.0,30.0,48.0
2025-07-01,Incline Curl (Dumbbell),4,628.0,13.0,19.1
2025-07-01,Lat Pulldown (Cable),10,9140.0,81.0,123.0
2025-07-01,Lateral Raise (Cable),4,367.0,7.3,11.1
2025-07-01,Lateral Raise (Dumbbell),16,1996.0,8.0,15.7
2025-07-01,Leg Extension (Machine),7,8700.0,85.4,131.3
2025-07-01,Pull Up,10,830.0,9.5,20.5
2025-07-01,Pullover (Machine),12,3998.0,25.3,41.2
2025-07-01,Reverse Cable Curl,8,1996.0,15.9,25.5
2025-07-01,Reverse Fly (Machine),3,2228.0,50.0,77.0
2025-07-01,Romanian Deadlift (Barbell),10,8910.0,75.0,126.0
2025-07-01,Seated Calf Raise (Plate Loaded),8,3670.0,28.8,57.3
2025-07-01,Seated Overhead Press (Dumbbell),9,2594.0,26.0,40.1
2025-07-01,Seated Row (Cable),4,2770.0,67.5,102.7
2025-07-01,Shrug (Dumbbell),16,7972.0,28.0,49.9
2025-07-01,Skullcrusher (Barbell),4,1070.0,22.5,35.0
2025-07-01,Standing Leg Curl,6,2520.0,30.0,44.0
2025-07-01,Triceps Extension (Cable),4,1238.0,18.8,29.4
2025-07-01,Triceps Extensions Stange,11,4269.0,26.1,41.2
2025-07-01,Upright Row (Cable),8,3154.0,29.1,44.1
2025-08-01,Bent Over One Arm Row (Dumbbell),4,1530.0,34.0,47.6
2025-08-01,Bicep Curl (Cable),8,1114.0,11.5,17.5
2025-08-01,Bulgarien Split SMITH,4,1110.0,27.5,40.0
2025-08-01,Cable Crossover,4,600.0,12.8,19.2
2025-08-01,Face Pull (Cable),4,1169.0,21.3,32.6
2025-08-01,Hack Squat,4,1460.0,35.0,56.0
2025-08-01,Hip Abductor (Machine),2,2475.0,68.8,116.0
2025-08-01,Hip Adductor (Machine),2,3960.0,110.0,188.0
2025-08-01,Incline Bench Press (Dumbbell),10,3068.0,29.8,46.5
2025-08-01,Incline Curl (Dumbbell),4,612.0,12.0,18.4
2025-08-01,Lat Pulldown (Cable),5,4600.0,82.0,126.7
2025-08-01,Lateral Raise (Dumbbell),8,868.0,8.8,14.7
2025-08-01,Overhead Press (Smith Machine),4,1660.0,30.0,52.5
2025-08-01,Pull Up,5,555.0,11.0,20.0
2025-08-01,Pullover (Machine),7,2334.0,23.0,36.4
2025-08-01,Romanian Deadlift (Barbell),5,4510.0,72.0,112.0
2025-08-01,Seated Calf Raise (Plate Loaded),4,1980.0,30.0,49.0
2025-08-01,Seated Overhead Press (Dumbbell),3,806.0,26.0,35.5
2025-08-01,Shrug (Dumbbell),8,3836.0,28.0,44.8
2025-08-01,T Bar Row,3,1280.0,36.7,56.0
2025-08-01,Triceps Extension (Cable),7,2381.0,25.2,39.3
2025-08-01,Upright Row (Cable),3,1025.0,25.0,36.7
2025-09-01,Back Extension,3,490.0,10.0,16.0
2025-09-01,Bicep Curl (Cable),4,596.0,11.3,16.5
2025-09-01,Bulgarien Split SMITH,3,620.0,20.0,28.0
2025-09-01,Chest Dip,3,0.0,0.0,0.0
2025-09-01,Hammer Curl (Dumbbell),3,452.0,13.3,19.1
2025-09-01,Lateral Raise (Cable),8,708.0,7.2,11.1
2025-09-01,Overhead Press (Smith Machine),3,1200.0,33.3,52.0
2025-09-01,Pull Up,7,758.0,10.3,19.1
2025-09-01,Reverse Fly (Machine),4,1815.0,41.3,61.5
2025-09-01,Romanian Deadlift (Barbell),4,2770.0,70.0,101.3
2025-09-01,Seated Row (Cable),3,2280.0,60.0,86.0
2025-09-01,Shoulder Press (Machine),4,1600.0,40.0,53.3
2025-09-01,Triceps Extension (Cable),4,1453.0,25.0,39.3
2025-09-01,Triceps Extensions Stange,4,1693.0,27.5,44.1
2025-09-01,Triceps Pushdown (Cable - Straight Bar),3,1636.0,35.0,55.6
2025-10-01,Bent Over One Arm Row (Dumbbell),3,1204.0,29.3,44.0
2025-10-01,Bicep Curl (Cable),8,1181.0,11.3,17.6
2025-10-01,Bulgarien Split SMITH,10,2650.0,23.0,41.0
2025-10-01,Cable Crossover,4,813.0,13.4,21.4
2025-10-01,Chest Fly,4,3250.0,65.0,93.2
2025-10-01,Hack Squat,8,2725.0,36.3,60.0
2025-10-01,Hammer Curl (Dumbbell),3,456.0,12.7,19.6
2025-10-01,Hip Abductor (Machine),2,2475.0,68.8,116.0
2025-10-01,Hip Adductor (Machine),2,3780.0,105.0,172.0
2025-10-01,Incline Bench Press (Dumbbell),5,1672.0,28.8,44.8
2025-10-01,Incline Bench Press (Smith Machine),8,5080.0,57.5,106.7
2025-10-01,Incline Curl (Dumbbell),12,1614.0,11.8,17.6
2025-10-01,Lateral Raise (Cable),4,393.0,7.1,11.3
2025-10-01,Lateral Raise (Dumbbell),16,2208.0,8.0,13.6
2025-10-01,Overhead Press (Smith Machine),19,8190.0,40.0,68.3
2025-10-01,Pull Up,10,828.0,7.6,20.0
2025-10-01,Reverse Fly (Machine),13,10123.0,48.7,82.3
2025-10-01,Romanian Deadlift (Barbell),15,11240.0,75.3,114.0
2025-10-01,Seated Leg Curl (Machine),3,2070.0,57.5,82.4
2025-10-01,Seated Row (Machine),3,2778.0,80.0,116.7
2025-10-01,Shrug (Dumbbell),16,8052.0,27.5,47.6
2025-10-01,Triceps Extensions Stange,18,7868.0,28.1,46.0
2025-12-01,Bent Over One Arm Row (Dumbbell),3,1008.0,28.0,41.1
2025-12-01,Bicep Curl (Cable),3,390.0,9.5,13.9
2025-12-01,Bulgarien Split SMITH,3,340.0,13.3,26.0
2025-12-01,Cable Crossover,3,300.0,8.5,12.3
2025-12-01,Chest Dip,4,525.0,11.3,22.5
2025-12-01,Chest Fly,3,1800.0,45.0,67.5
2025-12-01,Hack Squat,8,3605.0,34.4,86.0
2025-12-01,Hip Abductor (Machine),2,2070.0,57.5,96.0
2025-12-01,Hip Adductor (Machine),2,2430.0,90.0,144.0
2025-12-01,Hip Thrust (Barbell),6,3120.0,41.7,67.5
2025-12-01,Incline Bench Press (Barbell),3,1840.0,63.3,93.3
2025-12-01,Incline Bench Press (Dumbbell),10,3152.0,27.8,44.8
2025-12-01,Incline Curl (Dumbbell),7,904.0,11.1,16.8
2025-12-01,Lat Pulldown (Cable),10,9299.0,77.1,116.9
2025-12-01,Lateral Raise (Dumbbell),19,2536.0,8.0,12.8
2025-12-01,Leg Extension (Machine),4,4033.0,68.1,108.8
2025-12-01,Overhead Press (Smith Machine),12,4220.0,32.5,53.3
2025-12-01,Pull Up,4,310.0,10.0,19.0
2025-12-01,Romanian Deadlift (Barbell),8,5130.0,43.8,105.0
2025-12-01,Seated Row (Cable),4,3060.0,60.0,86.0
2025-12-01,Seated Row (Machine),7,6315.0,78.6,114.7
2025-12-01,Shrug (Dumbbell),15,7840.0,28.4,50.0
2025-12-01,Skullcrusher (Barbell),3,760.0,20.0,30.7
2025-12-01,Standing Calf Raise (Machine),16,23400.0,86.3,152.0
2025-12-01,Triceps Extension (Cable),7,1693.0,20.5,32.9
2026-01-01,Bent Over One Arm Row (Dumbbell),4,1344.0,28.0,39.2
2026-01-01,Bulgarien Split SMITH,8,1410.0,15.6,39.0
2026-01-01,Cable Crossover,8,744.0,9.2,13.0
2026-01-01,Chest Dip,6,801.0,11.0,28.7
2026-01-01,Chest Fly,3,1845.0,45.0,67.5
2026-01-01,Face Pull (Cable),3,871.0,21.3,32.6
2026-01-01,Hack Squat,12,4970.0,36.3,78.8
2026-01-01,Hammer Curl (Dumbbell),3,360.0,12.0,16.0
2026-01-01,Incline Bench Press (Dumbbell),20,6592.0,30.1,47.6
2026-01-01,Incline Curl (Dumbbell),15,1850.0,12.0,17.7
2026-01-01,Lat Pulldown (Cable),5,3908.0,68.3,109.3
2026-01-01,Lateral Raise (Dumbbell),12,1576.0,7.8,13.1
2026-01-01,Lying Leg Curl (Machine),3,1415.0,45.0,63.3
2026-01-01,Overhead Press (Dumbbell),4,926.0,23.0,35.5
2026-01-01,Overhead Press (Smith Machine),12,3510.0,29.2,52.0
2026-01-01,Pull Up,4,388.0,13.5,24.0
2026-01-01,Pullover (Machine),3,870.0,23.5,33.7
2026-01-01,Reverse Fly (Machine),4,2765.0,48.1,76.7
2026-01-01,Romanian Deadlift (Barbell),8,4740.0,43.8,75.0
2026-01-01,Seated Leg Curl (Machine),3,2333.0,60.0,91.0
2026-01-01,Seated Row (Machine),7,5825.0,80.0,110.0
2026-01-01,Skullcrusher (Barbell),3,897.0,22.0,38.7
2026-01-01,Standing Calf Raise (Machine),8,11565.0,92.5,152.0
2026-01-01,Triceps Extension (Cable),8,2202.0,22.4,32.9
2026-01-01,Triceps Pushdown (Cable - Straight Bar),4,2010.0,35.3,55.6
2026-01-01,Upright Row (Cable),4,1150.0,25.0,36.7
2026-02-01,Bicep Curl (Cable),8,986.0,11.0,15.8
2026-02-01,Bulgarian Split Squat,4,802.0,19.0,29.3
2026-02-01,Bulgarien Split SMITH,4,870.0,20.0,41.0
2026-02-01,Cable Crossover,8,912.0,10.7,15.4
2026-02-01,Chest Dip,12,1910.0,13.3,35.8
2026-02-01,Hack Squat,16,6715.0,42.8,86.3
2026-02-01,Hammer Curl (Dumbbell),4,560.0,14.0,19.1
2026-02-01,Incline Bench Press (Dumbbell),10,3158.0,30.0,46.5
2026-02-01,Incline Curl (Dumbbell),12,1434.0,12.0,18.2
2026-02-01,Lat Pulldown (Cable),16,12416.0,74.8,109.3
2026-02-01,Lateral Raise (Cable),8,690.0,7.0,11.0
2026-02-01,Lateral Raise (Dumbbell),11,1336.0,7.5,12.8
2026-02-01,Leg Extension (Machine),15,15721.0,75.5,131.3
2026-02-01,Lying Leg Curl (Machine),6,3830.0,61.3,86.7
2026-02-01,Overhead Press (Smith Machine),12,3995.0,33.8,50.7
2026-02-01,Pull Up,8,778.0,11.8,24.0
2026-02-01,Reverse Fly (Machine),21,15405.0,53.6,84.3
2026-02-01,Romanian Deadlift (Barbell),24,13240.0,48.3,84.0
2026-02-01,Seated Leg Curl (Machine),16,12203.0,65.9,96.8
2026-02-01,Seated Row (Machine),6,5490.0,83.3,119.0
2026-02-01,Shrug (Dumbbell),16,7950.0,31.0,51.2
2026-02-01,Skullcrusher (Barbell),3,1151.0,29.5,44.3
2026-02-01,Standing Calf Raise (Machine),8,11365.0,92.5,152.0
2026-02-01,T Bar Row,16,7120.0,42.8,61.5
2026-02-01,Triceps Extension (Cable),12,3572.0,22.6,36.7
2026-02-01,Upright Row (Cable),8,2433.0,25.9,39.3
2026-03-01,Bench Press (Barbell),13,10390.0,70.8,109.3
2026-03-01,Bent Over One Arm Row (Dumbbell),3,1118.0,28.7,43.0
2026-03-01,Bulgarien Split SMITH,12,3145.0,27.5,48.0
2026-03-01,Cable Crossover,4,733.0,13.1,20.6
2026-03-01,Chest Dip,4,835.0,16.3,35.8
2026-03-01,Chest Fly,8,7390.0,68.4,103.9
2026-03-01,Front Raise (Barbell),8,1093.0,9.5,14.3
2026-03-01,Hammer Curl (Dumbbell),11,1508.0,12.2,18.7
2026-03-01,Lateral Raise (Dumbbell),8,970.0,7.0,12.8
2026-03-01,Leg Extension (Machine),14,17064.0,81.9,148.0
2026-03-01,Lying Leg Curl (Machine),3,1650.0,50.0,71.7
2026-03-01,Pull Up,8,674.0,9.5,19.5
2026-03-01,Pullover (Machine),4,1755.0,24.4,42.0
2026-03-01,Reverse Fly (Machine),8,5980.0,52.5,84.3
2026-03-01,Romanian Deadlift (Barbell),9,5410.0,51.1,98.0
2026-03-01,Seated Leg Curl (Machine),4,3010.0,68.1,96.8
2026-03-01,Seated Row (Machine),4,3750.0,78.1,112.0
2026-03-01,Skullcrusher (Barbell),3,1151.0,29.5,44.3
2026-03-01,Triceps Extension (Cable),6,2203.0,23.1,39.6
2026-03-01,Triceps Pushdown (Cable - Straight Bar),3,1539.0,35.0,55.6
2026-04-01,Bench Press (Barbell),4,3110.0,70.0,109.3
2026-04-01,Bent Over One Arm Row (Dumbbell),4,1392.0,29.0,42.0
2026-04-01,Bicep Curl (Cable),4,488.0,11.6,16.4
2026-04-01,Bulgarien Split SMITH,3,464.0,16.0,22.4
2026-04-01,Chest Dip,12,2680.0,18.3,43.0
2026-04-01,Chest Fly,3,2788.0,70.0,103.9
2026-04-01,Hack Squat,5,1985.0,39.0,61.5
2026-04-01,Hammer Curl (Dumbbell),18,2404.0,12.1,17.7
2026-04-01,Incline Bench Press (Dumbbell),4,1328.0,31.0,43.7
2026-04-01,Incline Curl (Dumbbell),15,2124.0,12.0,17.2
2026-04-01,Lat Pulldown (Cable),3,2609.0,72.7,107.5
2026-04-01,Lateral Raise (Dumbbell),12,1316.0,8.5,14.3
2026-04-01,Lateral Raise (Machine),4,1310.0,23.8,42.2
2026-04-01,Leg Extension (Machine),15,18150.0,81.5,142.5
2026-04-01,Lying Leg Curl (Machine),21,14010.0,55.0,92.0
2026-04-01,Overhead Press (Dumbbell),11,3314.0,26.5,39.2
2026-04-01,Pendulum Squat,6,2090.0,39.2,63.3
2026-04-01,Pull Up,12,1105.0,9.2,26.7
2026-04-01,Pullover (Machine),6,2268.0,27.0,39.6
2026-04-01,Reverse Fly (Machine),13,10130.0,53.8,84.3
2026-04-01,Romanian Deadlift (Barbell),12,6750.0,48.3,84.0
2026-04-01,Seated Leg Curl (Machine),3,2423.0,68.3,99.1
2026-04-01,Seated Overhead Press (Dumbbell),7,1970.0,26.0,38.3
2026-04-01,Seated Row (Cable),3,2540.0,66.7,100.3
2026-04-01,Skullcrusher (Barbell),3,1091.0,27.8,44.3
2026-04-01,T Bar Row,4,2020.0,42.5,63.0
2026-04-01,Triceps Extension,7,875.0,8.8,13.1
2026-04-01,Triceps Extension (Cable),7,2193.0,22.7,35.6
2026-04-01,Triceps Extensions Stange,4,1411.0,24.6,39.4
2026-05-01,Archer Pull,4,3445.0,66.3,100.3
2026-05-01,Bench Press (Barbell),5,3305.0,74.0,107.7
2026-05-01,Bicep Curl (Cable),3,387.0,11.8,16.4
2026-05-01,Bulgarien Split SMITH,11,1950.0,17.3,39.0
2026-05-01,Cable Crossover,4,733.0,13.1,20.6
2026-05-01,Hack Squat,17,5825.0,37.9,61.5
2026-05-01,Hammer Curl (Dumbbell),13,1764.0,13.8,21.9
2026-05-01,Incline Bench Press (Dumbbell),18,6102.0,31.8,49.2
2026-05-01,Incline Curl (Dumbbell),11,1556.0,13.8,19.6
2026-05-01,Lateral Raise (Dumbbell),20,2520.0,8.0,12.8
2026-05-01,Lateral Raise (Machine),4,1310.0,23.8,42.2
2026-05-01,Leg Extension (Machine),8,9525.0,79.4,138.8
2026-05-01,Lying Leg Curl (Machine),20,11875.0,56.3,84.0
2026-05-01,Pull Up,10,972.0,9.8,25.2
2026-05-01,Pullover (Machine),11,4077.0,27.0,39.6
2026-05-01,Reverse Fly (Machine),20,15325.0,53.8,82.5
2026-05-01,Romanian Deadlift (Barbell),15,7060.0,44.7,82.0
2026-05-01,Seated Overhead Press (Dumbbell),3,858.0,26.0,35.5
2026-05-01,Seated Row (Machine),4,3750.0,78.1,112.0
2026-05-01,Skullcrusher (Barbell),3,1026.0,27.0,39.6
2026-05-01,T Bar Row,25,13270.0,47.2,82.0
2026-05-01,Triceps Extension (Cable),4,1239.0,22.8,34.0
2026-05-01,Triceps Pushdown (Cable - Straight Bar),12,6030.0,35.3,55.6
2026-05-01,Upright Row (Cable),14,4264.0,25.5,37.6
2026-05-01,Wrist Curl Cable,20,13347.0,27.8,57.0
